ID,Latitude,Longitude,Elevation,Distance from Equator (km),Hemisphere,Terrain Type,Population Density,Climate Zone,Water Proximity (km),Urban/Rural,Natural Risk Zone
28,59.725101,-87.557225,3651,6629.49,Northern,Plains,397,Continental,765,Rural,High
29,-18.943436,-22.456162,8696,2102.72,Southern,Wetland,34,Temperate,20,Rural,High
30,-34.492892,149.482820,7979,3828.71,Southern,Mountain,288,Temperate,211,Urban,Medium
31,6.964242,26.937983,5390,773.03,Northern,Desert,35,Arid,304,Rural,High
32,52.501453,-120.692781,7362,5827.66,Northern,Forest,564,Polar,452,Urban,High
33,45.543195,99.442214,8373,5055.29,Northern,Wetland,827,Mediterranean,113,Rural,Medium
34,-42.742294,-161.338168,4141,4744.39,Southern,Wetland,415,Polar,86,Urban,Low
35,-33.186829,5.448436,5362,3683.74,Southern,Forest,253,Continental,54,Rural,High
36,-59.161468,16.029444,7821,6566.92,Southern,Desert,957,Tropical,804,Rural,Extreme
37,-29.269533,-105.452325,5446,3248.92,Southern,Mountain,105,Polar,783,Rural,Extreme
38,-26.717472,-147.449585,6084,2965.64,Southern,Wetland,0,Continental,297,Rural,Extreme
39,41.337118,61.777916,3689,4588.42,Northern,Desert,688,Polar,509,Rural,Extreme
40,-27.494429,-2.131397,3102,3051.88,Southern,Wetland,476,Tropical,291,Rural,Medium
41,18.754408,-31.322334,3830,2081.74,Northern,Desert,162,Mediterranean,983,Urban,Medium
42,27.422155,-114.038816,6079,3043.86,Northern,Desert,188,Mediterranean,229,Urban,Low
43,-47.509992,170.144190,81,5273.61,Southern,Mountain,533,Polar,804,Urban,Medium
44,31.610809,164.360413,999,3508.80,Northern,Mountain,193,Polar,921,Urban,Medium
45,50.520272,117.048915,6613,5607.75,Northern,Plains,286,Continental,997,Urban,Low
46,-37.107792,127.558288,1658,4118.96,Southern,Coastal,769,Temperate,726,Rural,Low
47,81.911500,60.835521,5137,9092.18,Northern,Desert,869,Temperate,76,Rural,Extreme
48,-28.667150,-18.550459,8136,3182.05,Southern,Desert,361,Continental,283,Urban,High
49,18.291203,122.670719,1091,2030.32,Northern,Mountain,37,Mediterranean,242,Rural,High
50,-41.781006,71.047954,1831,4637.69,Southern,Plains,409,Tropical,123,Rural,High
51,-42.104236,69.953918,5688,4673.57,Southern,Plains,770,Mediterranean,344,Urban,Extreme
52,-54.298317,-148.486497,8478,6027.11,Southern,Coastal,642,Arid,978,Rural,Medium
53,-3.686426,26.106972,3036,409.19,Southern,Forest,374,Arid,41,Rural,High
54,26.343673,160.054058,3044,2924.15,Northern,Plains,364,Arid,189,Urban,High
55,-66.992394,-117.624061,631,7436.16,Southern,Coastal,100,Tropical,191,Rural,High
56,84.647131,176.968359,5490,9395.83,Northern,Plains,953,Mediterranean,479,Rural,Extreme
57,-36.086676,115.968043,7752,4005.62,Southern,Plains,25,Continental,292,Urban,Extreme
58,40.861894,48.397002,3617,4535.67,Northern,Coastal,194,Temperate,547,Rural,High
59,-49.357477,-70.348292,8033,5478.68,Southern,Forest,301,Tropical,34,Rural,Extreme
60,-7.879137,77.572875,4672,874.58,Southern,Plains,87,Mediterranean,711,Rural,Low
61,-41.281109,-1.097258,7989,4582.20,Southern,Forest,641,Continental,715,Rural,Low
62,-7.256831,145.783322,7501,805.51,Southern,Forest,679,Mediterranean,916,Rural,Medium
63,52.703331,81.525600,1423,5850.07,Northern,Desert,226,Continental,375,Rural,Extreme
64,36.489167,-41.719035,412,4050.30,Northern,Mountain,683,Tropical,230,Rural,Extreme
65,56.522163,-111.814185,5703,6273.96,Northern,Mountain,765,Temperate,343,Urban,Extreme
66,-44.687548,-165.905412,4568,4960.32,Southern,Plains,101,Polar,727,Rural,Medium
67,-19.454308,-170.308635,3788,2159.43,Southern,Mountain,773,Arid,377,Rural,Low
68,-52.440058,-102.874681,6967,5820.85,Southern,Forest,916,Polar,436,Rural,High
69,46.267660,164.890054,7434,5135.71,Northern,Coastal,311,Continental,913,Rural,Extreme
70,-37.432526,-135.474447,678,4155.01,Southern,Mountain,882,Temperate,2,Urban,Low
71,31.765626,68.071937,6879,3525.98,Northern,Mountain,424,Continental,653,Rural,Medium
72,-84.122331,-129.780030,5541,9337.58,Southern,Forest,582,Tropical,515,Rural,Medium
73,-88.516485,163.038161,3138,9825.33,Southern,Plains,96,Arid,557,Rural,Medium
74,53.999320,95.751357,4111,5993.92,Northern,Coastal,468,Arid,671,Rural,Extreme
75,-69.003563,18.645443,2812,7659.40,Southern,Desert,343,Continental,702,Urban,Medium
76,84.815834,101.896274,1237,9414.56,Northern,Desert,405,Tropical,356,Rural,Extreme
77,-52.136446,-5.983914,8806,5787.15,Southern,Mountain,200,Tropical,330,Rural,Low
78,-43.398805,-14.617216,147,4817.27,Southern,Desert,899,Mediterranean,713,Urban,Extreme
79,-66.864959,-81.522563,7793,7422.01,Southern,Forest,280,Tropical,32,Rural,High
80,88.208827,-90.526251,3562,9791.18,Northern,Mountain,240,Arid,126,Rural,Extreme
81,-13.447426,69.152759,724,1492.66,Southern,Coastal,406,Tropical,130,Rural,High
82,29.410814,130.598001,484,3264.60,Northern,Mountain,151,Arid,48,Rural,Low
83,82.729002,11.877394,6831,9182.92,Northern,Forest,514,Polar,635,Urban,Extreme
84,31.365550,-141.235324,7967,3481.58,Northern,Desert,542,Temperate,756,Urban,Medium
85,69.428940,49.216614,8239,7706.61,Northern,Desert,404,Arid,64,Rural,Low
86,-82.992865,-32.635472,3007,9212.21,Southern,Forest,658,Continental,400,Rural,Low
87,-51.625729,-22.340342,1480,5730.46,Southern,Coastal,749,Continental,612,Urban,High
88,0.213649,-0.547623,1086,23.72,Northern,Wetland,363,Continental,906,Rural,Medium
89,-12.629843,56.014037,773,1401.91,Southern,Plains,29,Continental,871,Rural,Low
90,-52.841276,-130.411740,4193,5865.38,Southern,Wetland,59,Tropical,897,Rural,Extreme
91,-27.773247,-137.192129,545,3082.83,Southern,Coastal,735,Polar,186,Rural,Extreme
92,-37.069399,-17.759357,443,4114.70,Southern,Coastal,439,Mediterranean,159,Urban,High
93,82.152620,154.149159,5293,9118.94,Northern,Forest,420,Temperate,900,Urban,Extreme
94,61.202856,-5.510870,745,6793.52,Northern,Mountain,643,Continental,314,Rural,High
95,35.826796,57.235575,5133,3976.77,Northern,Mountain,655,Polar,517,Rural,Low
96,84.833527,82.568411,5700,9416.52,Northern,Desert,935,Continental,619,Rural,High
97,83.999177,-38.992058,2644,9323.91,Northern,Coastal,98,Temperate,873,Urban,Medium
98,14.058167,20.842195,7294,1560.46,Northern,Coastal,545,Polar,584,Rural,Low
99,-8.332436,121.128928,4547,924.90,Southern,Forest,318,Arid,486,Rural,High
100,81.353427,-91.221782,5074,9030.23,Northern,Wetland,60,Tropical,818,Rural,High
101,-60.088156,60.177486,623,6669.79,Southern,Mountain,981,Mediterranean,487,Urban,Extreme
102,-16.601086,-95.474422,4546,1842.72,Southern,Plains,272,Mediterranean,460,Rural,High
103,52.550897,11.926039,4856,5833.15,Northern,Desert,219,Continental,9,Rural,Extreme
104,17.339020,-101.454000,7069,1924.63,Northern,Plains,292,Mediterranean,99,Rural,Low
105,10.598863,90.360720,5564,1176.47,Northern,Plains,56,Polar,58,Rural,Medium
106,-44.873178,2.272133,3455,4980.92,Southern,Mountain,636,Temperate,537,Rural,Low
107,-25.288479,-145.331376,401,2807.02,Southern,Mountain,320,Arid,130,Rural,Medium
108,-68.038155,42.888734,2341,7552.24,Southern,Forest,159,Tropical,547,Rural,Medium
109,-51.178941,154.595686,2350,5680.86,Southern,Coastal,586,Tropical,503,Urban,Low
110,83.787493,99.921906,5788,9300.41,Northern,Forest,576,Temperate,539,Urban,Medium
111,89.851028,-137.126471,3170,9973.46,Northern,Mountain,722,Tropical,267,Rural,Extreme
112,78.345252,52.302883,8302,8696.32,Northern,Wetland,300,Arid,66,Rural,Medium
113,88.767915,-111.310787,5071,9853.24,Northern,Plains,632,Arid,61,Rural,Extreme
114,79.533023,-138.838258,1113,8828.17,Northern,Coastal,529,Mediterranean,500,Rural,Extreme
115,48.144938,136.438255,720,5344.09,Northern,Mountain,580,Continental,541,Rural,Extreme
116,-21.656737,100.053063,633,2403.90,Southern,Forest,556,Tropical,945,Rural,High
117,-59.481737,112.528385,6330,6602.47,Southern,Desert,566,Arid,545,Rural,High
118,78.836462,-60.541277,1642,8750.85,Northern,Coastal,580,Polar,559,Urban,Low
119,-59.632506,57.764205,6547,6619.21,Southern,Plains,995,Tropical,489,Rural,High
120,-70.301542,-166.684159,1480,7803.47,Southern,Coastal,519,Continental,262,Rural,Low
121,53.384108,71.650827,8115,5925.64,Northern,Coastal,617,Tropical,570,Rural,Low
122,84.030756,-127.069080,2268,9327.41,Northern,Mountain,695,Tropical,121,Rural,Extreme
123,61.139307,78.900101,2977,6786.46,Northern,Coastal,582,Polar,245,Rural,Low
124,-35.462130,-83.338842,1548,3936.30,Southern,Mountain,556,Temperate,114,Rural,Low
125,63.590838,78.772892,7383,7058.58,Northern,Forest,50,Continental,272,Urban,Extreme
126,89.538886,-61.816917,19,9938.82,Northern,Mountain,681,Polar,984,Rural,High
127,60.918349,125.701983,3891,6761.94,Northern,Desert,455,Temperate,733,Urban,High
128,81.349222,53.004564,1374,9029.76,Northern,Plains,244,Arid,956,Rural,Medium
129,-57.948266,-126.204827,7736,6432.26,Southern,Coastal,859,Arid,105,Urban,Low
130,-72.861505,-132.470868,4257,8087.63,Southern,Desert,355,Continental,317,Rural,Low
131,-44.011101,-124.195532,1489,4885.23,Southern,Mountain,921,Temperate,363,Urban,Low
132,-53.681012,125.860830,1264,5958.59,Southern,Wetland,935,Mediterranean,517,Rural,High
133,-33.338169,117.292144,4086,3700.54,Southern,Plains,990,Mediterranean,639,Rural,Low
134,-27.958933,75.268448,5523,3103.44,Southern,Forest,846,Mediterranean,538,Urban,High
135,-55.285299,22.417996,5341,6136.67,Southern,Coastal,687,Tropical,237,Rural,Low
136,89.345471,179.589871,3845,9917.35,Northern,Wetland,379,Polar,106,Rural,Extreme
137,-4.232786,159.228255,7523,469.84,Southern,Wetland,632,Arid,502,Urban,Medium
138,-25.970479,-56.562492,2977,2882.72,Southern,Mountain,967,Temperate,901,Rural,Medium
139,68.478962,10.109233,1818,7601.16,Northern,Forest,907,Continental,227,Urban,Low
140,80.406472,-153.759122,7201,8925.12,Northern,Mountain,700,Mediterranean,978,Rural,Low
141,30.031706,-55.255061,2274,3333.52,Northern,Forest,724,Continental,492,Rural,Extreme
142,-59.243295,131.669908,2213,6576.01,Southern,Desert,758,Polar,720,Urban,Extreme
143,-28.145997,-23.658501,7261,3124.21,Southern,Desert,318,Continental,327,Rural,Low
144,76.744066,64.160597,8115,8518.59,Northern,Coastal,7,Tropical,567,Rural,Extreme
145,65.188844,-53.335650,1720,7235.96,Northern,Desert,946,Tropical,93,Rural,Extreme
146,-5.167874,85.801899,7306,573.63,Southern,Wetland,19,Polar,324,Rural,High
147,56.091605,-60.021353,7617,6226.17,Northern,Wetland,802,Temperate,412,Rural,Extreme
148,62.802946,123.173767,4256,6971.13,Northern,Desert,584,Mediterranean,103,Rural,Medium
149,-16.078338,-11.497522,1288,1784.70,Southern,Plains,58,Mediterranean,529,Urban,Extreme
150,33.890802,122.553122,3592,3761.88,Northern,Desert,136,Continental,510,Rural,Extreme
151,-51.249337,54.987448,3967,5688.68,Southern,Coastal,103,Arid,777,Urban,Low
152,-2.364491,-78.275012,8844,262.46,Southern,Coastal,785,Tropical,960,Rural,Medium
153,-69.028920,-71.270446,2853,7662.21,Southern,Wetland,85,Tropical,887,Rural,High
154,85.923373,168.842077,3353,9537.49,Northern,Forest,503,Arid,819,Rural,Low
155,20.800220,-50.603810,2459,2308.82,Northern,Coastal,668,Temperate,567,Rural,Extreme
156,-16.078453,73.592137,6992,1784.71,Southern,Desert,361,Polar,495,Rural,High
157,9.315162,47.635414,6894,1033.98,Northern,Mountain,582,Tropical,905,Urban,Extreme
158,79.684201,9.697950,8311,8844.95,Northern,Wetland,685,Arid,363,Urban,High
159,-41.872689,-19.081513,1146,4647.87,Southern,Coastal,582,Temperate,385,Rural,Low
160,39.352870,-84.453672,4708,4368.17,Northern,Coastal,478,Polar,409,Urban,Low
161,45.415064,-118.238857,798,5041.07,Northern,Desert,812,Tropical,200,Rural,Low
162,38.907929,59.011866,4244,4318.78,Northern,Mountain,604,Continental,161,Rural,Low
163,-16.161342,101.373971,4503,1793.91,Southern,Mountain,281,Temperate,396,Urban,High
164,70.379459,-23.778223,7791,7812.12,Northern,Plains,77,Tropical,194,Rural,Medium
165,49.532670,159.516398,8392,5498.13,Northern,Coastal,711,Temperate,813,Rural,High
166,39.813752,-168.916291,3742,4419.33,Northern,Coastal,724,Temperate,452,Urban,Low
167,31.493007,162.759936,6461,3495.72,Northern,Plains,793,Continental,932,Rural,Medium
168,-79.546937,-125.632250,1077,8829.71,Southern,Coastal,257,Temperate,840,Rural,High
169,9.836937,-34.011977,527,1091.90,Northern,Wetland,347,Polar,269,Rural,Extreme
170,-18.769484,-34.691697,7100,2083.41,Southern,Plains,124,Arid,590,Urban,Low
171,-8.081762,-114.543788,5371,897.08,Southern,Plains,665,Continental,711,Rural,Medium
172,84.019908,142.348405,7328,9326.21,Northern,Plains,586,Tropical,267,Rural,Low
173,23.312862,166.858475,4478,2587.73,Northern,Coastal,911,Arid,902,Rural,Low
174,-3.794056,-95.315008,445,421.14,Southern,Desert,398,Arid,267,Rural,Low
175,-81.908664,-114.371320,2212,9091.86,Southern,Mountain,490,Tropical,96,Urban,High
176,-87.828821,92.941181,5712,9749.00,Southern,Desert,933,Arid,54,Urban,Low
177,36.989818,58.371396,4889,4105.87,Northern,Mountain,682,Tropical,194,Urban,High
178,8.310618,160.307085,403,922.48,Northern,Wetland,703,Mediterranean,659,Urban,Medium
179,-80.097593,-52.032193,7591,8890.83,Southern,Desert,520,Arid,657,Rural,Medium
180,67.038272,4.988783,8821,7441.25,Northern,Forest,345,Tropical,53,Urban,Medium
181,50.341661,-83.131873,3434,5587.92,Northern,Coastal,150,Mediterranean,870,Urban,Extreme
182,-16.153442,-168.079975,8301,1793.03,Southern,Wetland,405,Continental,673,Rural,Medium
183,-84.590712,27.002034,5436,9389.57,Southern,Forest,364,Temperate,589,Rural,Low
184,-58.233854,16.647917,196,6463.96,Southern,Coastal,650,Continental,550,Urban,High
185,65.031527,141.991747,1462,7218.50,Northern,Wetland,361,Tropical,427,Rural,Extreme
186,-53.506922,132.630262,7298,5939.27,Southern,Plains,52,Arid,839,Urban,Extreme
187,61.525626,-35.481962,5219,6829.34,Northern,Plains,863,Mediterranean,126,Rural,Low
188,-52.707353,117.796818,1473,5850.52,Southern,Plains,288,Polar,682,Rural,Low
189,-79.259803,89.509244,8835,8797.84,Southern,Forest,564,Mediterranean,252,Rural,High
190,-4.232471,-63.618928,3788,469.80,Southern,Plains,68,Continental,228,Urban,High
191,87.639325,-0.436491,6159,9727.97,Northern,Desert,347,Arid,67,Rural,Low
192,-76.370331,10.739339,6975,8477.11,Southern,Plains,879,Mediterranean,582,Rural,High
193,-68.608764,-37.569851,4257,7615.57,Southern,Desert,883,Polar,911,Rural,High
194,-16.000374,111.705772,7801,1776.04,Southern,Wetland,101,Tropical,443,Rural,Low
195,87.474610,157.912555,6363,9709.68,Northern,Desert,278,Arid,743,Urban,Low
196,27.641565,-167.395003,1415,3068.21,Northern,Mountain,32,Polar,377,Rural,Extreme
197,15.795365,-47.949655,846,1753.29,Northern,Plains,849,Continental,267,Rural,High
198,61.831137,52.735484,1103,6863.26,Northern,Coastal,306,Arid,225,Rural,Low
199,15.597300,-23.943030,3681,1731.30,Northern,Mountain,324,Tropical,106,Rural,Medium
200,-9.423893,171.199276,1052,1046.05,Southern,Mountain,346,Temperate,51,Rural,High
201,6.326421,-167.693467,4181,702.23,Northern,Wetland,447,Polar,204,Rural,Medium
202,73.002238,-144.647388,7912,8103.25,Northern,Plains,696,Temperate,576,Rural,High
203,58.941334,150.823727,933,6542.49,Northern,Forest,942,Polar,393,Urban,Extreme
204,-80.360649,141.441938,2697,8920.03,Southern,Desert,945,Continental,334,Urban,Low
205,88.527641,-63.718663,2916,9826.57,Northern,Coastal,825,Continental,999,Rural,Low
206,29.969191,86.462532,5119,3326.58,Northern,Wetland,368,Continental,55,Rural,Medium
207,35.112934,-10.671815,8320,3897.54,Northern,Mountain,684,Tropical,32,Urban,High
208,23.259280,82.719999,7498,2581.78,Northern,Desert,105,Arid,409,Urban,High
209,-13.284980,120.277300,4932,1474.63,Southern,Mountain,519,Arid,853,Urban,High
210,10.336544,124.196104,8414,1147.36,Northern,Plains,547,Arid,641,Urban,Medium
211,-6.818927,-20.984428,2552,756.90,Southern,Plains,134,Polar,987,Rural,Extreme
212,-50.918614,-67.336552,8601,5651.97,Southern,Wetland,349,Temperate,745,Rural,High
213,79.456473,174.731013,6170,8819.67,Northern,Desert,64,Mediterranean,244,Urban,Low
214,88.534494,119.337876,3624,9827.33,Northern,Wetland,980,Temperate,637,Rural,High
215,30.479746,148.426064,8816,3383.25,Northern,Coastal,910,Arid,960,Rural,High
216,-85.179581,-119.730734,2173,9454.93,Southern,Wetland,13,Temperate,782,Rural,Medium
217,-9.828042,131.847171,4239,1090.91,Southern,Desert,716,Mediterranean,285,Urban,High
218,-3.904950,-153.554800,1979,433.45,Southern,Forest,738,Continental,144,Rural,Low
219,39.280569,21.750060,5100,4360.14,Northern,Forest,928,Continental,606,Rural,Extreme
220,76.770797,153.986044,5796,8521.56,Northern,Desert,692,Mediterranean,737,Rural,Low
221,51.426904,90.750721,7073,5708.39,Northern,Desert,852,Tropical,917,Rural,Extreme
222,69.403490,136.074251,3985,7703.79,Northern,Mountain,59,Continental,6,Rural,Medium
223,31.388417,-93.523139,3018,3484.11,Northern,Desert,123,Mediterranean,613,Rural,Extreme
224,79.872442,110.202353,4472,8865.84,Northern,Plains,801,Arid,902,Urban,Medium
225,-52.179702,-115.582383,4431,5791.95,Southern,Plains,507,Temperate,206,Rural,Extreme
226,0.860694,149.398807,8174,95.54,Northern,Plains,321,Tropical,506,Urban,Low
227,-14.022335,-155.408418,696,1556.48,Southern,Desert,508,Tropical,636,Urban,High
228,71.223605,-165.928342,3847,7905.82,Northern,Mountain,230,Temperate,854,Rural,Low
229,88.819798,85.845376,7825,9859.00,Northern,Mountain,160,Continental,907,Urban,High
230,34.654330,135.308045,7872,3846.63,Northern,Desert,971,Temperate,330,Rural,Low
231,-33.683947,107.491073,3253,3738.92,Southern,Desert,874,Polar,516,Rural,Low
232,-75.892234,11.723595,7692,8424.04,Southern,Desert,376,Temperate,183,Urban,High
233,32.960825,-166.906823,4931,3658.65,Northern,Wetland,744,Tropical,902,Rural,Low
234,67.515124,-56.054966,952,7494.18,Northern,Wetland,466,Arid,510,Urban,Medium
235,-87.881191,156.191800,315,9754.81,Southern,Wetland,824,Arid,103,Urban,Low
236,-51.704557,34.786476,6893,5739.21,Southern,Coastal,617,Polar,588,Urban,High
237,-71.422069,122.308704,2615,7927.85,Southern,Desert,210,Polar,627,Urban,Medium
238,1.072952,68.956221,2073,119.10,Northern,Mountain,181,Continental,296,Rural,Medium
239,40.465043,-115.368506,2983,4491.62,Northern,Wetland,85,Continental,240,Urban,Extreme
240,12.023990,138.147090,4653,1334.66,Northern,Plains,606,Arid,91,Rural,Low
241,-66.853129,58.154314,4652,7420.70,Southern,Coastal,253,Mediterranean,835,Rural,Extreme
242,-54.112693,-160.367909,6572,6006.51,Southern,Wetland,676,Tropical,865,Rural,Low
243,65.188937,-72.144571,4677,7235.97,Northern,Desert,265,Arid,182,Rural,Medium
244,14.843681,-8.558457,7253,1647.65,Northern,Wetland,260,Arid,737,Rural,Extreme
245,-18.875390,-7.191844,4110,2095.17,Southern,Coastal,644,Continental,899,Urban,Medium
246,9.848860,170.587554,4070,1093.22,Northern,Mountain,144,Tropical,151,Urban,High
247,-38.628034,12.244109,3641,4287.71,Southern,Mountain,852,Polar,123,Rural,Extreme
248,79.840183,-9.594098,8058,8862.26,Northern,Coastal,697,Arid,113,Rural,Extreme
249,-73.913387,-73.067468,1975,8204.39,Southern,Wetland,500,Tropical,467,Urban,Low
250,-51.222907,-36.394773,3533,5685.74,Southern,Mountain,663,Mediterranean,668,Rural,Low
251,-27.462278,170.845192,586,3048.31,Southern,Mountain,802,Temperate,121,Rural,Medium
252,9.939962,-42.458784,1704,1103.34,Northern,Desert,448,Continental,121,Rural,Low
253,-24.581374,15.616588,1440,2728.53,Southern,Mountain,824,Mediterranean,15,Rural,Low
254,46.111128,-166.309368,5805,5118.34,Northern,Mountain,789,Continental,238,Rural,Low
255,3.590624,126.577324,7177,398.56,Northern,Wetland,94,Continental,302,Rural,Medium
256,0.362331,-49.353953,6190,40.22,Northern,Coastal,161,Polar,900,Rural,Extreme
257,-32.322299,33.290504,8297,3587.78,Southern,Forest,776,Arid,56,Rural,Medium
258,5.718255,-137.052006,8742,634.73,Northern,Plains,456,Arid,640,Rural,Extreme
259,-30.882295,32.058969,6361,3427.93,Southern,Mountain,750,Continental,921,Rural,Low
260,31.407457,120.602824,3861,3486.23,Northern,Plains,995,Mediterranean,45,Rural,Extreme
261,-46.620818,-136.031093,1614,5174.91,Southern,Desert,565,Continental,175,Urban,Low
262,-84.716568,-69.897061,8138,9403.54,Southern,Plains,837,Polar,647,Rural,Medium
263,65.350901,36.867037,2960,7253.95,Northern,Wetland,982,Tropical,424,Rural,Medium
264,42.750903,-135.668787,2196,4745.35,Northern,Desert,919,Tropical,187,Rural,Low
265,80.612710,-55.199318,3647,8948.01,Northern,Mountain,904,Tropical,566,Urban,Medium
266,-84.927072,86.615346,7181,9426.91,Southern,Mountain,574,Arid,208,Rural,Extreme
267,-76.088272,140.818077,1615,8445.80,Southern,Wetland,912,Tropical,328,Rural,Medium
268,80.348269,115.594812,3274,8918.66,Northern,Coastal,245,Temperate,851,Rural,Extreme
269,55.436224,137.080749,8391,6153.42,Northern,Wetland,110,Mediterranean,54,Urban,Medium
270,81.174058,-106.945478,6031,9010.32,Northern,Desert,578,Temperate,788,Rural,Extreme
271,60.167978,-108.473115,5770,6678.65,Northern,Desert,862,Arid,760,Rural,Medium
272,67.874048,-14.624779,6149,7534.02,Northern,Wetland,122,Mediterranean,615,Rural,Extreme
273,-76.560352,11.802465,5471,8498.20,Southern,Coastal,114,Arid,0,Rural,Extreme
274,-41.114259,100.032468,718,4563.68,Southern,Wetland,601,Continental,282,Rural,Low
275,67.889896,35.569670,2139,7535.78,Northern,Coastal,167,Mediterranean,744,Urban,Extreme
276,16.192618,-157.503031,3908,1797.38,Northern,Plains,276,Continental,397,Rural,Low
277,16.269669,52.894324,5244,1805.93,Northern,Desert,246,Temperate,914,Urban,Medium
278,-67.226292,85.575811,4488,7462.12,Southern,Desert,291,Temperate,706,Urban,Low
279,8.195615,179.578072,7799,909.71,Northern,Wetland,647,Polar,863,Urban,Low
280,31.712279,48.294831,8375,3520.06,Northern,Plains,697,Continental,848,Rural,Extreme
281,-66.736539,-3.568773,8197,7407.76,Southern,Coastal,249,Mediterranean,341,Rural,Extreme
282,-34.042935,-119.469210,3988,3778.77,Southern,Wetland,627,Tropical,910,Rural,High
283,-54.491980,-81.210598,7906,6048.61,Southern,Forest,878,Tropical,732,Rural,Extreme
284,-49.889569,-57.948476,3011,5537.74,Southern,Forest,922,Arid,669,Rural,Low
285,67.831444,-101.557360,2687,7529.29,Northern,Coastal,656,Continental,535,Rural,Medium
286,2.834422,54.899943,3142,314.62,Northern,Coastal,413,Tropical,502,Rural,High
287,-67.845077,-147.788142,1095,7530.80,Southern,Plains,959,Arid,781,Rural,High
288,-62.423160,21.906611,3935,6928.97,Southern,Plains,31,Continental,724,Rural,High
289,-66.552835,-33.971325,4852,7387.36,Southern,Mountain,966,Arid,624,Rural,Extreme
290,34.637709,-79.443507,8705,3844.79,Northern,Mountain,368,Mediterranean,459,Rural,High
291,-9.491216,136.134903,6073,1053.52,Southern,Plains,635,Continental,339,Urban,Medium
292,-89.230130,115.549117,2045,9904.54,Southern,Forest,30,Continental,687,Rural,Low
293,27.953144,-85.882880,5400,3102.80,Northern,Coastal,914,Arid,512,Rural,Medium
294,83.985558,-51.086220,8450,9322.40,Northern,Plains,555,Continental,185,Rural,High
295,-10.654791,-93.388943,1364,1182.68,Southern,Mountain,419,Mediterranean,961,Rural,Low
296,-72.312685,83.872747,3424,8026.71,Southern,Mountain,477,Temperate,200,Rural,Low
297,-73.179134,-108.227383,890,8122.88,Southern,Mountain,885,Mediterranean,238,Rural,Low
298,-17.080661,149.665919,851,1895.95,Southern,Coastal,526,Continental,190,Rural,High
299,50.173197,-26.087504,8184,5569.22,Northern,Coastal,116,Mediterranean,914,Rural,Low
300,26.590724,-73.178867,8582,2951.57,Northern,Forest,421,Arid,981,Urban,Medium
301,-24.624362,18.974150,8236,2733.30,Southern,Desert,498,Polar,798,Rural,High
302,76.930245,122.277003,4780,8539.26,Northern,Wetland,565,Polar,596,Rural,Low
303,-3.211461,42.499791,4845,356.47,Southern,Forest,153,Tropical,91,Rural,Extreme
