ID,Latitude,Longitude,Elevation,Distance from Equator (km),Hemisphere,Terrain Type,Population Density,Climate Zone,Water Proximity (km),Urban/Rural,Natural Risk Zone
61,67.363650,-94.148738,8634,7477.37,Northern,Coastal,728,Continental,475,Rural,Low
62,56.758732,-166.209412,7222,6300.22,Northern,Desert,517,Temperate,737,Urban,Low
63,-79.908995,-113.005069,4524,8869.90,Southern,Wetland,596,Arid,95,Urban,Extreme
64,-85.520428,-155.072109,3836,9492.77,Southern,Forest,666,Temperate,931,Urban,Extreme
65,48.091151,80.130853,5999,5338.12,Northern,Mountain,489,Tropical,828,Rural,Medium
66,13.029284,81.688003,4080,1446.25,Northern,Forest,139,Temperate,111,Rural,High
67,52.112648,-126.651615,4471,5784.50,Northern,Plains,85,Temperate,354,Rural,Low
68,-46.177438,-1.610900,7943,5125.70,Southern,Plains,653,Mediterranean,474,Urban,Extreme
69,60.529561,-72.118830,6221,6718.78,Northern,Wetland,213,Mediterranean,279,Rural,High
70,-23.689004,143.075430,5601,2629.48,Southern,Mountain,613,Mediterranean,740,Rural,Medium
71,36.554703,-160.237319,4686,4057.57,Northern,Mountain,583,Polar,803,Rural,Extreme
72,-60.359299,-51.404780,3619,6699.88,Southern,Wetland,295,Tropical,39,Rural,High
73,-79.222910,-169.873878,8357,8793.74,Southern,Forest,786,Arid,517,Rural,Extreme
74,50.228646,-57.533022,357,5575.38,Northern,Forest,525,Mediterranean,388,Urban,Extreme
75,79.528246,-119.786722,1135,8827.64,Northern,Desert,218,Temperate,63,Urban,Medium
76,74.585393,165.363306,4642,8278.98,Northern,Coastal,182,Temperate,478,Urban,Low
77,46.962993,-162.849537,5271,5212.89,Northern,Wetland,658,Polar,214,Urban,Medium
78,54.157651,-99.686306,1983,6011.50,Northern,Desert,274,Continental,351,Urban,High
79,18.996475,-74.754610,7009,2108.61,Northern,Forest,864,Tropical,827,Rural,High
80,-31.282329,-142.362223,2535,3472.34,Southern,Plains,799,Continental,416,Rural,High
81,79.240411,27.589495,2487,8795.69,Northern,Forest,824,Continental,224,Urban,Low
82,31.143719,140.711275,5151,3456.95,Northern,Forest,934,Continental,152,Urban,High
83,-74.756097,147.480696,210,8297.93,Southern,Wetland,458,Tropical,318,Rural,High
84,63.282430,38.968624,5011,7024.35,Northern,Desert,808,Arid,856,Rural,Medium
85,-4.880194,144.417980,6448,541.70,Southern,Forest,938,Polar,649,Urban,High
86,-54.647383,-95.520391,5930,6065.86,Southern,Desert,778,Arid,800,Rural,Medium
87,4.319739,-121.566516,4037,479.49,Northern,Desert,710,Mediterranean,960,Rural,High
88,-41.341297,-162.127614,7076,4588.88,Southern,Mountain,489,Polar,307,Rural,Medium
89,0.470045,-164.767116,8627,52.18,Northern,Desert,967,Tropical,672,Rural,Medium
90,-50.588235,-88.186007,2390,5615.29,Southern,Wetland,567,Arid,763,Rural,Medium
91,31.630129,36.893648,5307,3510.94,Northern,Plains,278,Continental,900,Rural,Medium
92,-11.814414,-69.031371,8176,1311.40,Southern,Coastal,570,Continental,207,Urban,Low
93,73.506179,170.574426,2108,8159.19,Northern,Forest,893,Polar,287,Rural,Medium
94,-53.093946,12.329017,1047,5893.43,Southern,Mountain,209,Continental,746,Rural,Medium
95,71.772743,26.524694,6345,7966.77,Northern,Mountain,130,Temperate,174,Urban,Extreme
96,33.515265,-155.902032,8611,3720.19,Northern,Forest,365,Arid,204,Urban,Extreme
97,40.636039,148.503251,6252,4510.60,Northern,Plains,592,Continental,62,Rural,Low
98,81.150334,165.089631,6585,9007.69,Northern,Wetland,454,Tropical,558,Rural,High
99,4.119779,160.665477,7331,457.30,Northern,Desert,918,Polar,261,Rural,Extreme
100,-36.563659,-125.932128,7007,4058.57,Southern,Plains,265,Tropical,945,Rural,Low
