Timestamp,Value,Trend,Day of Week,Is Weekend,Is Holiday,Season,Quarter,Month,Week Number,Hour of Day,Peak Hours
2023-09-27T20:27:17.497Z,920.96,0.283,Wednesday,false,false,Summer,3,September,4,16,true
2023-07-29T14:55:46.690Z,634.73,-0.104,Saturday,true,false,Summer,3,July,5,10,true
2023-07-09T03:37:26.627Z,399.50,-0.811,Saturday,true,false,Summer,3,July,2,23,false
2023-06-07T06:12:42.260Z,54.96,0.176,Wednesday,false,false,Spring,2,June,1,2,false
2023-04-08T12:10:49.671Z,372.92,0.051,Saturday,true,false,Spring,2,April,2,8,false
2023-12-12T10:30:02.278Z,515.71,-0.281,Tuesday,false,false,Fall,4,December,2,5,false
2023-07-07T22:28:37.340Z,918.74,0.959,Friday,false,false,Summer,3,July,1,18,false
2023-11-12T05:20:49.636Z,77.74,0.982,Sunday,true,false,Fall,4,November,2,0,false
2023-06-14T13:05:48.080Z,269.15,-0.018,Wednesday,false,false,Spring,2,June,2,9,true
2023-02-27T01:38:48.670Z,602.53,-0.225,Sunday,true,false,Winter,1,February,4,20,false
2023-06-10T08:21:27.597Z,435.74,0.173,Saturday,true,false,Spring,2,June,2,4,false
2023-10-30T21:00:04.073Z,359.09,-0.502,Monday,false,false,Fall,4,October,5,17,true
2023-11-22T22:33:13.670Z,147.03,-0.303,Wednesday,false,false,Fall,4,November,4,17,true
2023-01-13T23:58:42.458Z,919.81,0.499,Friday,false,false,Winter,1,January,2,18,false
2023-09-03T21:15:09.472Z,954.77,-0.980,Sunday,true,false,Summer,3,September,1,17,true
2023-07-25T21:43:18.375Z,724.37,0.447,Tuesday,false,false,Summer,3,July,4,17,true
2023-06-22T00:47:58.305Z,787.75,-0.077,Wednesday,false,false,Spring,2,June,3,20,false
2023-11-17T11:40:41.974Z,295.09,0.408,Friday,false,false,Fall,4,November,3,6,false
2023-07-12T12:08:12.611Z,147.16,-0.420,Wednesday,false,false,Summer,3,July,2,8,false
2023-03-25T00:35:15.777Z,730.05,-0.627,Friday,false,false,Winter,1,March,4,20,false
2023-07-03T17:51:23.502Z,651.13,-0.634,Monday,false,false,Summer,3,July,1,13,true
2023-03-14T23:56:26.325Z,356.33,0.333,Tuesday,false,false,Winter,1,March,2,19,false
2023-09-04T12:44:08.583Z,342.50,-0.255,Monday,false,true,Summer,3,September,1,8,false
2023-12-29T13:37:30.076Z,956.39,0.673,Friday,false,false,Fall,4,December,5,8,false
2023-06-05T14:15:52.046Z,440.49,0.768,Monday,false,false,Spring,2,June,1,10,true
2023-12-16T23:44:15.842Z,107.64,0.131,Saturday,true,false,Fall,4,December,3,18,false
2023-01-15T16:01:11.173Z,833.49,0.060,Sunday,true,false,Winter,1,January,3,11,true
2023-05-08T23:29:29.918Z,112.47,-0.065,Monday,false,false,Spring,2,May,2,19,false
2023-11-10T04:48:31.999Z,717.44,-0.775,Thursday,false,false,Fall,4,November,2,23,false
2023-06-22T20:13:20.046Z,263.31,-0.796,Thursday,false,false,Spring,2,June,4,16,true
2023-09-27T04:45:16.058Z,291.53,-0.375,Wednesday,false,false,Summer,3,September,4,0,false
2023-04-29T01:19:07.934Z,71.75,0.189,Friday,false,false,Spring,2,April,4,21,false
2023-03-19T01:35:41.740Z,550.06,-0.612,Saturday,true,false,Winter,1,March,3,21,false
2023-10-16T19:54:38.995Z,599.15,0.915,Monday,false,false,Fall,4,October,3,15,true
2023-11-22T00:14:48.395Z,89.01,0.199,Tuesday,false,false,Fall,4,November,3,19,false
2023-09-15T19:57:35.898Z,572.04,0.927,Friday,false,false,Summer,3,September,3,15,true
2023-01-31T10:06:23.562Z,667.25,-0.250,Tuesday,false,false,Winter,1,January,5,5,false
2023-10-19T04:58:20.937Z,412.65,0.636,Thursday,false,false,Fall,4,October,3,0,false
2023-12-22T22:28:06.113Z,797.74,-0.591,Friday,false,false,Fall,4,December,4,17,true
2023-02-06T07:16:06.109Z,67.09,0.562,Monday,false,false,Winter,1,February,1,2,false
2023-11-06T16:37:27.954Z,281.85,-0.948,Monday,false,false,Fall,4,November,1,11,true
2023-03-05T21:51:06.748Z,994.14,0.544,Sunday,true,false,Winter,1,March,1,16,true
2023-03-07T13:42:23.093Z,708.82,0.739,Tuesday,false,false,Winter,1,March,1,8,false
2023-04-05T07:47:12.965Z,85.55,-0.184,Wednesday,false,false,Spring,2,April,1,3,false
2023-10-28T00:46:58.449Z,61.33,0.562,Friday,false,false,Fall,4,October,4,20,false
2023-06-19T08:06:26.210Z,379.26,-0.298,Monday,false,false,Spring,2,June,3,4,false
2023-12-02T11:11:57.615Z,666.79,0.913,Saturday,true,false,Fall,4,December,1,6,false
2023-10-02T07:02:53.780Z,241.50,0.883,Monday,false,false,Fall,4,October,1,3,false
2023-07-04T16:18:00.852Z,99.48,-0.470,Tuesday,false,true,Summer,3,July,1,12,true
2023-11-21T16:16:03.699Z,882.00,0.388,Tuesday,false,false,Fall,4,November,3,11,true
2023-07-10T10:40:34.952Z,968.83,-0.706,Monday,false,false,Summer,3,July,2,6,false
2023-02-23T20:32:41.083Z,754.49,-0.201,Thursday,false,false,Winter,1,February,4,15,true
2023-06-14T17:44:59.792Z,70.76,-0.838,Wednesday,false,false,Spring,2,June,2,13,true
2023-10-29T00:50:41.609Z,778.72,-0.233,Saturday,true,false,Fall,4,October,4,20,false
2023-05-07T20:36:23.368Z,43.52,-0.117,Sunday,true,false,Spring,2,May,1,16,true
2023-07-19T10:24:14.531Z,583.56,-0.310,Wednesday,false,false,Summer,3,July,3,6,false
2023-03-27T12:27:51.667Z,740.50,0.896,Monday,false,false,Winter,1,March,4,8,false
2023-05-28T13:59:10.516Z,929.56,-0.789,Sunday,true,false,Spring,2,May,4,9,true
2023-01-05T15:33:18.028Z,167.67,-0.561,Thursday,false,false,Winter,1,January,1,10,true
2023-03-16T19:01:08.771Z,192.60,-0.989,Thursday,false,false,Winter,1,March,3,15,true
2023-02-05T02:34:51.114Z,854.21,0.878,Saturday,true,false,Winter,1,February,1,21,false
2023-05-23T03:59:42.363Z,151.90,0.813,Monday,false,false,Spring,2,May,4,23,false
2023-07-01T19:58:32.381Z,68.41,0.498,Saturday,true,false,Summer,3,July,1,15,true
2023-02-19T09:13:40.099Z,716.33,-0.976,Sunday,true,false,Winter,1,February,3,4,false
2023-12-06T11:35:34.859Z,571.69,0.274,Wednesday,false,false,Fall,4,December,1,6,false
2023-02-03T19:19:18.564Z,350.33,-0.382,Friday,false,false,Winter,1,February,1,14,true
2023-08-08T02:48:40.179Z,596.53,0.371,Monday,false,false,Summer,3,August,1,22,false
2023-10-01T04:17:22.360Z,802.49,-0.027,Sunday,true,false,Fall,4,October,1,0,false
2023-11-08T21:05:21.264Z,149.67,-0.573,Wednesday,false,false,Fall,4,November,2,16,true
2023-11-02T14:35:57.402Z,829.83,0.880,Thursday,false,false,Fall,4,November,1,10,true
2023-08-15T03:27:27.609Z,519.80,0.927,Monday,false,false,Summer,3,August,2,23,false
2023-10-13T04:42:22.917Z,823.91,-0.529,Friday,false,false,Fall,4,October,2,0,false
2023-02-02T06:16:27.953Z,17.70,0.545,Thursday,false,false,Winter,1,February,1,1,false
2023-10-22T21:08:14.799Z,654.30,0.948,Sunday,true,false,Fall,4,October,4,17,true
2023-10-05T05:55:43.939Z,32.29,0.628,Thursday,false,false,Fall,4,October,1,1,false
2023-08-31T13:48:39.851Z,101.44,-0.710,Thursday,false,false,Summer,3,August,5,9,true
2023-04-10T00:19:16.452Z,943.07,0.220,Sunday,true,false,Spring,2,April,2,20,false
2023-05-29T22:35:07.592Z,663.83,0.036,Monday,false,true,Spring,2,May,5,18,false
2023-09-17T11:17:28.980Z,173.63,-0.172,Sunday,true,false,Summer,3,September,3,7,false
2023-09-26T12:57:00.262Z,809.27,0.767,Tuesday,false,false,Summer,3,September,4,8,false
2023-03-28T04:12:38.300Z,171.78,-0.427,Tuesday,false,false,Winter,1,March,4,0,false
2023-06-18T05:37:17.000Z,491.67,0.266,Sunday,true,false,Spring,2,June,3,1,false
2023-12-20T09:18:40.728Z,267.05,0.934,Wednesday,false,false,Fall,4,December,3,4,false
2023-06-03T04:45:44.601Z,148.50,0.664,Saturday,true,false,Spring,2,June,1,0,false
2023-07-28T14:31:06.325Z,168.76,-0.224,Friday,false,false,Summer,3,July,4,10,true
2023-07-04T04:47:35.296Z,166.05,-0.073,Tuesday,false,true,Summer,3,July,1,0,false
2023-08-20T00:04:34.812Z,803.12,0.114,Saturday,true,false,Summer,3,August,3,20,false
2023-09-09T12:21:40.632Z,288.05,0.903,Saturday,true,false,Summer,3,September,2,8,false
2023-05-30T16:34:17.291Z,795.01,-0.923,Tuesday,false,false,Spring,2,May,5,12,true
2023-04-01T09:53:19.872Z,892.66,0.875,Saturday,true,false,Spring,2,April,1,5,false
2023-02-22T17:46:01.667Z,517.94,-0.799,Wednesday,false,false,Winter,1,February,4,12,true
2023-07-20T06:40:30.858Z,316.59,0.772,Thursday,false,false,Summer,3,July,3,2,false
2023-11-12T11:55:34.974Z,32.50,0.855,Sunday,true,false,Fall,4,November,2,6,false
2023-10-17T03:13:31.511Z,175.19,-0.211,Monday,false,false,Fall,4,October,3,23,false
2023-07-05T03:07:34.415Z,297.05,0.046,Tuesday,false,false,Summer,3,July,1,23,false
2023-03-14T09:13:55.193Z,799.17,0.872,Tuesday,false,false,Winter,1,March,2,5,false
2023-11-27T21:38:11.322Z,528.67,0.191,Monday,false,false,Fall,4,November,4,16,true
2023-10-07T21:20:15.357Z,610.33,0.265,Saturday,true,false,Fall,4,October,1,17,true
2023-10-11T19:25:15.604Z,994.62,0.266,Wednesday,false,false,Fall,4,October,2,15,true
2023-03-04T10:17:27.071Z,996.23,-0.817,Saturday,true,false,Winter,1,March,1,5,false
2023-02-28T11:50:06.191Z,794.75,0.910,Tuesday,false,false,Winter,1,February,4,6,false
2023-08-27T22:13:12.403Z,468.12,-0.301,Sunday,true,false,Summer,3,August,4,18,false
2023-06-27T14:39:26.320Z,646.82,-0.606,Tuesday,false,false,Spring,2,June,4,10,true
2023-03-03T01:29:19.427Z,393.32,0.816,Thursday,false,false,Winter,1,March,1,20,false
2023-08-05T15:51:02.180Z,668.34,0.282,Saturday,true,false,Summer,3,August,1,11,true
2023-05-06T04:36:03.617Z,184.08,0.253,Saturday,true,false,Spring,2,May,1,0,false
2023-12-04T07:59:35.333Z,46.77,0.857,Monday,false,false,Fall,4,December,1,2,false
2023-04-27T23:42:46.818Z,933.68,0.830,Thursday,false,false,Spring,2,April,4,19,false
2023-08-01T04:41:55.012Z,948.13,0.634,Tuesday,false,false,Summer,3,August,1,0,false
2023-06-10T02:56:57.799Z,985.81,0.703,Friday,false,false,Spring,2,June,2,22,false
2023-01-20T06:11:59.312Z,503.78,0.718,Friday,false,false,Winter,1,January,3,1,false
2023-06-21T14:54:05.759Z,12.25,0.078,Wednesday,false,false,Spring,2,June,3,10,true
2023-02-14T10:44:50.641Z,316.47,-0.549,Tuesday,false,true,Winter,1,February,2,5,false
2023-11-26T20:45:39.808Z,198.46,-0.422,Sunday,true,false,Fall,4,November,4,15,true
2023-10-31T05:41:54.564Z,757.25,0.336,Tuesday,false,true,Fall,4,October,5,1,false
2023-09-26T09:26:25.358Z,95.06,0.700,Tuesday,false,false,Summer,3,September,4,5,false
2023-07-23T08:57:33.953Z,669.09,0.582,Sunday,true,false,Summer,3,July,4,4,false
2023-06-21T18:08:14.022Z,837.39,-0.603,Wednesday,false,false,Spring,2,June,3,14,true
2023-11-21T16:56:04.079Z,306.41,0.779,Tuesday,false,false,Fall,4,November,3,11,true
2023-05-20T10:58:11.900Z,772.73,0.791,Saturday,true,false,Spring,2,May,3,6,false
2023-06-03T19:22:10.964Z,938.83,-0.688,Saturday,true,false,Spring,2,June,1,15,true
2023-10-05T05:00:01.520Z,482.45,-0.650,Thursday,false,false,Fall,4,October,1,1,false
2023-05-10T06:03:14.369Z,16.95,0.398,Wednesday,false,false,Spring,2,May,2,2,false
2023-04-07T01:52:46.444Z,375.54,-0.312,Thursday,false,false,Spring,2,April,1,21,false
2023-06-01T18:01:24.429Z,259.78,0.155,Thursday,false,false,Spring,2,June,1,14,true
2023-12-15T20:52:48.050Z,381.88,0.391,Friday,false,false,Fall,4,December,3,15,true
2023-09-08T15:20:38.244Z,512.41,0.525,Friday,false,false,Summer,3,September,2,11,true
2023-12-07T12:23:55.543Z,441.20,-0.992,Thursday,false,false,Fall,4,December,1,7,false
2023-06-18T18:04:47.098Z,298.06,0.594,Sunday,true,false,Spring,2,June,3,14,true
2023-07-03T17:52:19.461Z,282.86,0.336,Monday,false,false,Summer,3,July,1,13,true
2023-09-04T01:42:59.310Z,906.41,-0.038,Sunday,true,true,Summer,3,September,1,21,false
2023-08-03T03:28:15.617Z,4.50,0.914,Wednesday,false,false,Summer,3,August,1,23,false
2023-01-16T21:03:43.734Z,450.85,-0.409,Monday,false,false,Winter,1,January,3,16,true
2023-12-08T04:15:23.432Z,43.34,-0.194,Thursday,false,false,Fall,4,December,1,23,false
2023-07-22T04:04:20.253Z,815.52,-0.543,Saturday,true,false,Summer,3,July,4,0,false
2023-01-03T08:31:55.007Z,36.02,0.464,Tuesday,false,false,Winter,1,January,1,3,false
2023-06-22T23:56:09.184Z,664.24,0.388,Thursday,false,false,Spring,2,June,4,19,false
2023-05-19T06:17:02.123Z,835.71,0.324,Friday,false,false,Spring,2,May,3,2,false
2023-01-16T04:50:26.000Z,327.85,0.188,Sunday,true,false,Winter,1,January,3,23,false
2023-04-23T18:11:30.374Z,770.82,0.769,Sunday,true,false,Spring,2,April,4,14,true
2023-02-27T03:36:05.666Z,452.47,0.358,Sunday,true,false,Winter,1,February,4,22,false
2023-05-15T21:10:21.020Z,274.76,-0.267,Monday,false,false,Spring,2,May,3,17,true
2023-04-28T03:44:49.217Z,797.82,0.629,Thursday,false,false,Spring,2,April,4,23,false
2023-03-05T08:44:28.791Z,172.70,0.174,Sunday,true,false,Winter,1,March,1,3,false
2023-01-08T10:30:29.622Z,865.07,-0.759,Sunday,true,false,Winter,1,January,2,5,false
2023-09-20T00:29:15.975Z,435.02,-0.622,Tuesday,false,false,Summer,3,September,3,20,false
2023-11-27T00:19:33.508Z,799.00,-0.938,Sunday,true,false,Fall,4,November,4,19,false
2023-09-24T09:45:58.250Z,321.52,-0.922,Sunday,true,false,Summer,3,September,4,5,false
2023-10-21T01:49:02.376Z,943.63,0.723,Friday,false,false,Fall,4,October,3,21,false
2023-05-31T20:29:28.191Z,349.90,0.554,Wednesday,false,false,Spring,2,May,5,16,true
2023-10-10T11:38:07.446Z,831.13,0.090,Tuesday,false,false,Fall,4,October,2,7,false
2023-02-15T20:47:01.638Z,6.33,0.125,Wednesday,false,false,Winter,1,February,3,15,true
2023-04-20T07:48:14.103Z,145.28,0.654,Thursday,false,false,Spring,2,April,3,3,false
2023-08-27T03:09:31.885Z,970.00,0.568,Saturday,true,false,Summer,3,August,4,23,false
2023-08-20T13:39:55.031Z,431.07,-0.946,Sunday,true,false,Summer,3,August,3,9,true
2023-05-14T22:43:39.664Z,803.30,0.947,Sunday,true,false,Spring,2,May,2,18,false
2023-03-12T03:00:43.014Z,142.51,-0.687,Saturday,true,false,Winter,1,March,2,22,false
2023-05-01T05:41:29.431Z,712.50,-0.783,Monday,false,false,Spring,2,May,1,1,false
2023-11-12T14:23:10.343Z,657.23,0.375,Sunday,true,false,Fall,4,November,2,9,true
2023-03-03T18:52:43.275Z,184.92,-0.595,Friday,false,false,Winter,1,March,1,13,true
2023-04-24T04:31:13.066Z,5.30,-0.921,Monday,false,false,Spring,2,April,4,0,false
2023-07-13T20:57:25.159Z,670.08,-0.615,Thursday,false,false,Summer,3,July,2,16,true
2023-11-26T16:21:28.418Z,602.95,-0.990,Sunday,true,false,Fall,4,November,4,11,true
2023-11-24T05:18:12.830Z,331.43,0.348,Friday,false,true,Fall,4,November,4,0,false
2023-10-28T02:13:14.011Z,701.75,-0.466,Friday,false,false,Fall,4,October,4,22,false
2023-04-11T16:07:46.025Z,80.73,-0.114,Tuesday,false,false,Spring,2,April,2,12,true
2023-09-15T06:48:15.914Z,717.72,-0.802,Friday,false,false,Summer,3,September,3,2,false
2023-11-12T12:53:49.192Z,527.52,0.009,Sunday,true,false,Fall,4,November,2,7,false
2023-01-09T15:51:02.948Z,97.89,-0.997,Monday,false,false,Winter,1,January,2,10,true
2023-04-04T12:11:15.886Z,795.09,0.522,Tuesday,false,false,Spring,2,April,1,8,false
2023-12-27T00:20:08.930Z,856.68,-0.779,Tuesday,false,false,Fall,4,December,4,19,false
2023-06-23T00:53:23.150Z,426.31,-0.708,Thursday,false,false,Spring,2,June,4,20,false
2023-11-21T01:34:16.338Z,654.28,0.626,Monday,false,false,Fall,4,November,3,20,false
2023-10-31T23:09:16.558Z,104.41,-0.465,Tuesday,false,true,Fall,4,October,5,19,false
2023-05-14T05:10:05.604Z,692.89,0.307,Sunday,true,false,Spring,2,May,2,1,false
2023-12-25T07:35:48.344Z,484.14,-0.854,Monday,false,true,Fall,4,December,4,2,false
2023-06-23T10:21:34.777Z,654.86,0.854,Friday,false,false,Spring,2,June,4,6,false
2023-04-26T07:04:27.817Z,590.79,-0.634,Wednesday,false,false,Spring,2,April,4,3,false
2023-10-04T06:07:04.385Z,350.21,-0.574,Wednesday,false,false,Fall,4,October,1,2,false
2023-02-11T12:00:07.327Z,13.27,-0.179,Saturday,true,false,Winter,1,February,2,7,false
2023-10-08T07:11:02.309Z,441.49,0.060,Sunday,true,false,Fall,4,October,2,3,false
2023-12-11T09:03:39.080Z,268.12,0.583,Monday,false,false,Fall,4,December,2,4,false
2023-05-06T22:03:57.633Z,164.79,-0.903,Saturday,true,false,Spring,2,May,1,18,false
2023-12-15T17:14:44.262Z,221.93,-0.925,Friday,false,false,Fall,4,December,3,12,true
2023-05-13T04:02:40.496Z,999.90,0.105,Saturday,true,false,Spring,2,May,2,0,false
2023-06-03T21:40:42.010Z,700.59,-0.982,Saturday,true,false,Spring,2,June,1,17,true
2023-02-09T04:30:19.429Z,873.58,-0.126,Wednesday,false,false,Winter,1,February,2,23,false
2023-10-27T04:18:41.575Z,435.73,-0.932,Friday,false,false,Fall,4,October,4,0,false
2023-05-07T05:24:03.977Z,611.66,-0.411,Sunday,true,false,Spring,2,May,1,1,false
2023-03-09T07:58:26.005Z,706.69,-0.355,Thursday,false,false,Winter,1,March,2,2,false
2023-02-08T11:17:17.031Z,417.44,-0.780,Wednesday,false,false,Winter,1,February,2,6,false
2023-06-18T15:07:23.344Z,228.62,-0.287,Sunday,true,false,Spring,2,June,3,11,true
2023-08-30T21:15:59.452Z,564.99,0.434,Wednesday,false,false,Summer,3,August,5,17,true
2023-01-04T00:18:23.229Z,868.59,-0.584,Tuesday,false,false,Winter,1,January,1,19,false
2023-06-17T00:36:22.016Z,72.61,0.651,Friday,false,false,Spring,2,June,3,20,false
2023-04-26T13:38:01.258Z,172.42,0.404,Wednesday,false,false,Spring,2,April,4,9,true
2023-11-02T21:15:04.718Z,240.89,-0.295,Thursday,false,false,Fall,4,November,1,17,true
2023-10-14T06:26:11.365Z,943.60,0.127,Saturday,true,false,Fall,4,October,2,2,false
2023-09-14T04:49:16.321Z,682.53,-0.158,Thursday,false,false,Summer,3,September,2,0,false
2023-07-28T15:16:46.782Z,355.80,0.265,Friday,false,false,Summer,3,July,4,11,true
2023-07-05T00:01:13.457Z,989.70,0.059,Tuesday,false,false,Summer,3,July,1,20,false
2023-04-03T05:20:08.810Z,351.89,-0.047,Monday,false,false,Spring,2,April,1,1,false
2023-05-11T19:06:39.601Z,317.96,-0.411,Thursday,false,false,Spring,2,May,2,15,true
2023-07-07T14:05:26.871Z,357.94,-0.143,Friday,false,false,Summer,3,July,1,10,true
2023-03-12T22:24:44.739Z,926.20,-0.479,Sunday,true,false,Winter,1,March,2,18,false
2023-05-26T19:29:53.964Z,657.61,-0.401,Friday,false,false,Spring,2,May,4,15,true
2023-08-14T08:14:54.790Z,182.32,0.003,Monday,false,false,Summer,3,August,2,4,false
2023-03-12T09:51:16.749Z,430.16,-0.350,Sunday,true,false,Winter,1,March,2,5,false
2023-08-21T12:29:53.891Z,389.49,0.497,Monday,false,false,Summer,3,August,3,8,false
2023-06-03T11:07:49.778Z,150.49,0.423,Saturday,true,false,Spring,2,June,1,7,false
2023-01-07T03:57:18.362Z,937.73,0.160,Friday,false,false,Winter,1,January,1,22,false
2023-01-17T21:22:27.761Z,895.66,-0.532,Tuesday,false,false,Winter,1,January,3,16,true
2023-03-18T11:31:09.805Z,937.51,0.090,Saturday,true,false,Winter,1,March,3,7,false
2023-04-12T10:10:50.950Z,332.95,0.169,Wednesday,false,false,Spring,2,April,2,6,false
2023-03-28T01:04:36.991Z,307.25,0.752,Monday,false,false,Winter,1,March,4,21,false
2023-08-12T23:15:15.250Z,824.64,-0.023,Saturday,true,false,Summer,3,August,2,19,false
2023-02-04T10:10:33.859Z,392.16,0.238,Saturday,true,false,Winter,1,February,1,5,false
2023-09-15T01:32:22.374Z,862.52,0.375,Thursday,false,false,Summer,3,September,2,21,false
2023-08-18T22:45:48.923Z,616.78,0.323,Friday,false,false,Summer,3,August,3,18,false
